# Palau Coral 50 Year Stable Isotope Calibration Data 
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:16338
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/palau2013uc.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2014-04-11
#--------------------
# Title
#	Study_Name: Palau Coral 50 Year Stable Isotope Calibration Data 
#--------------------
# Investigators
#       Investigators: Osborne, M.C.; Dunbar, R.B.; Mucciarone, D.A.; Sanchez-Cabeza, J.-A.; Druffel, E.
#--------------------
# Description_and_Notes
#	Description: Stable isotope (d18O and d13C) data for the past 50 years at monthly resolution 
#       from 4 coral cores collected in November 2008 from massive Porites lutea colonies at four sites
#       in the Republic of Palau.
#--------------------
# Publication 
#       Authors: Michael C. Osborne, Robert B. Dunbar, David A. Mucciarone, Joan-Albert Sanchez-Cabeza, Ellen Druffel
#       Published_Date_or_Year: 2013-09-15      
#       Published_Title: Regional calibration of coral-based climate reconstructions from Palau, West Pacific Warm Pool (WPWP)
#       Journal_Name: Palaeogeography, Palaeoclimatology, Palaeoecology
#       Volume: 386
#       Edition: 
#       Issue: 
#       Pages: 308-320
#       DOI: 10.1016/j.palaeo.2013.06.001
#       Online_Resource: http://www.sciencedirect.com/science/article/pii/S0031018213002757
#       Full_Citation: 
#       Abstract: Stable isotopic and trace element records from corals collected within the West Pacific Warm Pool (WPWP) are well suited to examine interannual to decadal climate variability associated with the El Nino-Southern Oscillation (ENSO) phenomenon. The most commonly used climate recorder in corals is d18O (d18OCRL), a parameter subject to multiple regional and local environmental influences. Location-specific calibration of d18OCRL is a necessary first step for developing long-term paleoceanographic reconstructions. Here we present four new coral d18O stratigraphies from the Republic of Palau (7.5N 134.5E), and compare our records with instrumental measurements for the period 1950-2008. We also compare our results with a previously published coral record from Palau. We employ a new sea surface salinity (SSS) product and validate its utility for coral-based paleoclimate calibrations. We not only examine differences among the records but also identify strong and regionally coherent environmental signals. We find that SSS variability is the dominant influence on d18OCRL in Palau, while sea surface temperature (SST) is of secondary importance. Our results show that time-averaging multiple d18OCRL records into a single composite series produce greater correlations with instrumental data and indices than individual stratigraphies alone. Our results are consistent with observations of a strengthening of the hydrological cycle in the WPWP region over the past 50 years, though the magnitudes of long term linear trends differ among the different Palau d18OCRL records. Interannual and interdecadal variabilities between the Palau d18OCRL records are more consistent than the long term linear trends. Monthly Palauan d18OCRL anomalies capture strong El Nino events with high fidelity over the calibration period. This study provides constraints for future paleoenvironmental investigations in Palau using longer coral records.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: IAEA
#       Grant: Project "Nuclear and isotopic studies of the El Nino phenomenon in the ocean"
#------------------
# Funding_Agency 
#       Funding_Agency_Name: U.S. National Science Foundation
#       Grant: OCE-0941199
#------------------
# Site_Information 
#       Site_Name: Ulong Channel
#       Location: Ocean>Pacific Ocean>Western Pacific Ocean>Micronesia>Palau
#	Country: Republic of Palau
#	Northernmost_Latitude: 7.2859
# 	Southernmost_Latitude: 7.2859
# 	Easternmost_Longitude: 134.2503 
# 	Westernmost_Longitude: 134.2503 
# 	Elevation: m  
#------------------
# Data_Collection   
#	Collection_Name: Palau2013UC
#	Earliest_Year: 1950
#	Most_Recent_Year: 2008
#	Time_Unit: AD
#	Core_Length: m
#	Notes: 
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology: 
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	age, , , AD, , , , ,N
##d13Cporite	delta13C, porites, , per mil VPDB, ,coral, , ,N 
##d18Oporite	delta18O, porites, , per mil VPDB, ,coral, , ,N 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
age_AD	d13Cporite	d18Oporite
2008.17	-2.063991308	-5.752456665
2008.08	-1.629162218	-5.692817115
2008.00	-1.701547816	-5.832488606
2007.92	-2.010947652	-5.77520998
2007.83	-2.168117442	-5.713674992
2007.75	-2.225017247	-5.781509217
2007.67	-2.511326551	-5.73789978
2007.58	-2.604205339	-5.806237204
2007.50	-2.528990802	-5.764403632
2007.42	-2.167838465	-5.649990156
2007.33	-1.947107862	-5.592850547
2007.25	-2.191868994	-5.593779942
2007.17	-2.394159555	-5.574477673
2007.08	-2.542371153	-5.750553838
2007.00	-2.764388543	-5.8089229
2006.92	-2.766944918	-5.917266738
2006.83	-2.433515435	-5.764923783
2006.75	-2.311298252	-5.689954113
2006.67	-2.323801612	-5.78039311
2006.58	-2.408471258	-5.802997607
2006.50	-2.502285965	-5.860697563
2006.42	-2.93539633	-5.949475676
2006.33	-2.887398359	-5.885891724
2006.25	-2.643208718	-5.788957751
2006.17	-2.243311882	-5.718400955
2006.08	-2.17084559	-5.740480915
2006.00	-2.531433563	-5.712187159
2005.92	-2.542721022	-5.860806807
2005.83	-2.811960697	-5.987896442
2005.75	-2.813839613	-6.009567392
2005.67	-2.532934371	-5.912154145
2005.58	-3.006468783	-5.844433284
2005.50	-2.341126561	-5.697225809
2005.42	-2.580990262	-5.898660434
2005.33	-2.252680205	-5.742119388
2005.25	-2.181013132	-5.694551206
2005.17	-2.232562065	-5.562185287
2005.08	-2.513832565	-5.612494703
2005.00	-2.774360317	-5.692324227
2004.92	-2.679366115	-5.888669011
2004.83	-2.388009895	-5.88234634
2004.75	-2.364346067	-5.826717564
2004.67	-2.289524662	-5.848998691
2004.58	-2.402854023	-5.72308354
2004.50	-2.292414136	-5.651582321
2004.42	-2.134325498	-5.710901198
2004.33	-2.49774568	-5.782274833
2004.25	-2.479436797	-5.711155133
2004.17	-2.20408535	-5.653072357
2004.08	-2.054747343	-5.72081995
2004.00	-2.224431276	-5.736641884
2003.92	-2.394921303	-5.700724125
2003.83	-2.588915348	-5.858946323
2003.75	-2.435576916	-5.754748344
2003.67	-2.250307322	-5.822499752
2003.58	-2.266679049	-5.661894798
2003.50	-2.341973543	-5.711872578
2003.42	-2.548348188	-5.608985424
2003.33	-2.457247019	-5.636730671
2003.25	-2.587435007	-5.703091621
2003.17	-2.298712254	-5.457529545
2003.08	-2.42620323	-5.546551299
2003.00	-2.575423228	-5.462365729
2002.92	-2.80172575	-5.479017562
2002.83	-2.896115867	-5.551864195
2002.75	-2.777484349	-5.72848967
2002.67	-2.559019549	-5.695036751
2002.58	-2.386302518	-5.686499376
2002.50	-2.374633523	-5.730285001
2002.42	-2.78558039	-5.770765727
2002.33	-2.459834461	-5.733963408
2002.25	-2.515785087	-5.666122731
2002.17	-2.38445127	-5.441082954
2002.08	-2.447223775	-5.639713615
2002.00	-2.663255692	-5.683497498
2001.92	-2.68416133	-5.723649648
2001.83	-2.455633559	-5.72552583
2001.75	-2.209949285	-5.718625618
2001.67	-2.177542925	-5.791572094
2001.58	-2.378062114	-5.723836283
2001.50	-2.677675087	-5.758912962
2001.42	-2.626893933	-5.83528911
2001.33	-2.420245063	-5.830987106
2001.25	-2.387017567	-5.746244963
2001.17	-2.235060215	-5.597657681
2001.08	-2.297763121	-5.679214075
2001.00	-2.386691358	-5.641624478
2000.92	-2.453948491	-5.66609857
2000.83	-2.651120092	-5.780060196
2000.75	-2.870729074	-5.849086219
2000.67	-2.698509932	-5.809575081
2000.58	-2.334567172	-5.824104267
2000.50	-2.378097824	-5.845867802
2000.42	-2.436268917	-5.846989942
2000.33	-2.415085599	-5.892683707
2000.25	-2.446415917	-5.926025149
2000.17	-2.141766489	-5.670759439
2000.08	-2.366985281	-5.820019461
2000.00	-2.35729092	-5.806066019
1999.92	-2.308836432	-5.767985879
1999.83	-2.42728138	-5.770400047
1999.75	-2.759391209	-5.787250343
1999.67	-2.723213062	-5.863896705
1999.58	-2.313370089	-5.869679566
1999.50	-2.010313511	-5.788834572
1999.42	-2.130476446	-5.862810779
1999.33	-2.317962593	-5.895064884
1999.25	-2.358116172	-5.836011101
1999.17	-2.240271091	-5.810585499
1999.08	-1.78106622	-5.62195324
1999.00	-1.814247957	-5.238473362
1998.92	-3.065061297	-5.524926586
1998.83	-2.460693373	-5.686443425
1998.75	-2.291663214	-5.724714618
1998.67	-2.650706082	-5.68232952
1998.58	-2.366651666	-5.551225704
1998.50	-2.101565204	-5.399754311
